,tau,length
0,0.00014023344141810286,0.008183026936130034
1,0.00014023344141810286,0.008183026936130034
2,0.00014023344141810286,0.008183026936130034
3,0.00014023344141810286,0.008183026936130034
4,0.00014023344141810286,0.008183026936130034
5,0.00014023344141810286,0.008183026936130034
6,0.00014023344141810286,0.008183026936130034
7,0.00014023344141810286,0.008183026936130034
8,0.00014023344141810286,0.008183026936130034
9,0.00014023344141810286,0.008183026936130034
10,0.00014023344141810286,0.008183026936130034
