,beta,tau
0,1.7653345369377349e-15,0.013451219867152243
1,1.7653345369377349e-15,0.013451219867152243
2,1.7653345369377349e-15,0.013451219867152243
3,1.7653345369377349e-15,0.013451219867152243
4,1.7653345369377349e-15,0.013451219867152243
5,1.7653345369377349e-15,0.013451219867152243
6,1.7653345369377349e-15,0.013451219867152243
7,1.7653345369377349e-15,0.013451219867152243
8,1.7653345369377349e-15,0.013451219867152243
9,1.7653345369377349e-15,0.013451219867152243
10,1.7653345369377349e-15,0.013451219867152243
